Point number,Sample Number,Site ID,Target,Grid,UTM_East,UTM_North,Elevation (m),Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Ag ppm AuME-ST43,Al % AuME-ST43,As ppm AuME-ST43,Au ppm AuME-ST43,Au ppm AuME-ST43 status,Au ppm AuME-ST43 certificate,Au ppm AuME-ST43 certificate completed,Au ppm AuME-ST43 laboratory,Au ppm AuME-ST43 sample analysis workflow,B ppm AuME-ST43,Ba ppm AuME-ST43,Be ppm AuME-ST43,Bi ppm AuME-ST43,Ca % AuME-ST43,Cd ppm AuME-ST43,Ce ppm AuME-ST43,Co ppm AuME-ST43,Cr ppm AuME-ST43,Cs ppm AuME-ST43,Cu ppm AuME-ST43,Cu ppm AuME-ST43 status,Cu ppm AuME-ST43 certificate,Cu ppm AuME-ST43 certificate completed,Cu ppm AuME-ST43 laboratory,Cu ppm AuME-ST43 sample analysis workflow,Fe % AuME-ST43,Ga ppm AuME-ST43,Ge ppm AuME-ST43,Hf ppm AuME-ST43,Hg ppm AuME-ST43,In ppm AuME-ST43,K % AuME-ST43,La ppm AuME-ST43,Li ppm AuME-ST43,Mg % AuME-ST43,Mn ppm AuME-ST43,Mo ppm AuME-ST43,Na % AuME-ST43,Nb ppm AuME-ST43,Ni ppm AuME-ST43,P % AuME-ST43,Pb ppm AuME-ST43,Pd ppm AuME-ST43,Pt ppm AuME-ST43,Rb ppm AuME-ST43,Re ppm AuME-ST43,Recvd Wt. kg WEI-21,S % AuME-ST43,Sb ppm AuME-ST43,Sc ppm AuME-ST43,Se ppm AuME-ST43,Sn ppm AuME-ST43,Sr ppm AuME-ST43,Ta ppm AuME-ST43,Te ppm AuME-ST43,Th ppm AuME-ST43,Ti % AuME-ST43,Tl ppm AuME-ST43,U ppm AuME-ST43,V ppm AuME-ST43,W ppm AuME-ST43,WT. SAMPLE g AuME-IC43i,WT. SAMPLE g AuME-MS43i,Y ppm AuME-ST43,Zn ppm AuME-ST43,Zr ppm AuME-ST43,parent sample number
KDK_Soils_2023,239384,Ecl756,Eclipse,NAD83_U10,686793,5513000,,REG,,06/30/2023,EG,Dry,Sub-rounded,20,B Horizon,lt brown,Forest,Sandy Silt,,0.092,2.18,12.95,0.0203,Imported,VA23193579,08/08/2023,ALS,ALS,1,47,0.364,0.0929,0.17,0.138,6.74,11.5,26.7,2.04,51.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.8,6.26,0.023,0.159,0.033,0.017,0.04,3.23,8.7,0.45,213,0.995,0.015,0.931,16.9,0.0512,8.2,0.001,0.001,6.87,0.0001,0.36,0.01,0.267,2.72,0.12,0.4,14.2,0.0025,0.049,0.875,0.1045,0.212,0.261,81.7,0.159,25.148,25.148,2.21,93.6,6.06,
KDK_Soils_2023,239385,Ecl683,Eclipse,NAD83_U10,686850,5512802,,REG,,06/30/2023,EG,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Clear Cut,Pebbly Sand,Recently clear-cut. Very disturbed ,0.074,2.27,6,0.0019,Imported,VA23193579,08/08/2023,ALS,ALS,1,63.7,0.383,0.0849,0.17,0.088,8.2,10.25,21.5,2.37,41,Imported,VA23193579,08/08/2023,ALS,ALS,2.49,6.12,0.026,0.244,0.041,0.017,0.05,3.51,9.9,0.42,275,0.701,0.016,0.837,14.05,0.103,11.1,0.001,0.001,8.63,0.0001,0.56,0.011,0.184,2.6,0.117,0.4,13.2,0.0025,0.039,1.02,0.0962,0.0795,0.323,63.8,0.146,25.321,25.321,2.4,98.4,9.54,
KDK_Soils_2023,239386,Ecl682,Eclipse,NAD83_U10,686797,5512801,,REG,,06/30/2023,EG,Damp,Sub-rounded,15,B Horizon,brown,Forest,Sandy Silt,,0.135,1.94,5.98,0.0022,Imported,VA23193579,08/08/2023,ALS,ALS,1,70.7,0.3,0.0865,0.25,0.086,6.14,10.65,25.6,1.755,41.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.58,5.4,0.022,0.089,0.036,0.013,0.04,3.01,11.8,0.47,209,0.65,0.015,0.688,15.4,0.0668,7.75,0.001,0.001,8.34,0.0001,0.36,0.01,0.214,2.28,0.114,0.32,17.1,0.0025,0.037,0.645,0.0899,0.0563,0.286,70.9,0.128,25.407,25.407,2.18,92,3.21,
KDK_Soils_2023,239387,Ecl681,Eclipse,NAD83_U10,686748,5512803,,REG,,06/30/2023,EG,Damp,Sub-rounded,10,B Horizon,brown,Forest,Silty Sand,,0.038,1.86,9.31,0.0023,Imported,VA23193579,08/08/2023,ALS,ALS,1,66,0.315,0.1105,0.2,0.118,5.5,9.3,20.2,1.985,29.3,Imported,VA23193579,08/08/2023,ALS,ALS,2.25,5.7,0.017,0.061,0.045,0.012,0.05,2.58,8.3,0.35,459,0.658,0.013,0.881,14.2,0.0662,10.1,0.001,0.001,9.25,0.0001,0.32,0.014,0.235,1.815,0.101,0.39,14.1,0.0025,0.041,0.446,0.0813,0.1085,0.222,60.3,0.183,25.267,25.267,1.615,91.6,2.49,
KDK_Soils_2023,239388,Ecl680,Eclipse,NAD83_U10,686700,5512799,,REG,,06/30/2023,EG,Damp,Sub-angular,20,B Horizon,brown,Forest,Silty Sand,,0.163,1.64,8.74,0.0057,Imported,VA23193579,08/08/2023,ALS,ALS,1,58.9,0.296,0.0825,0.39,0.149,7.96,10.9,26.6,2.65,42.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.4,5.06,0.025,0.02,0.017,0.014,0.04,4.27,15.4,0.5,349,0.537,0.018,0.49,18.15,0.0319,11.25,0.0005,0.001,9.11,0.0003,0.42,0.009,0.243,2.74,0.157,0.32,25.1,0.0025,0.027,0.474,0.088,0.0952,0.291,67,0.085,25.216,25.216,3.68,149,0.99,
KDK_Soils_2023,239389,Ecl697,Eclipse,NAD83_U10,686650,5512804,,REG,,06/30/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.094,2.35,11.2,0.0021,Imported,VA23193579,08/08/2023,ALS,ALS,1,84,0.375,0.1,0.23,0.125,8.95,12.6,28.1,2.23,49.1,Imported,VA23193579,08/08/2023,ALS,ALS,2.64,6.55,0.027,0.099,0.024,0.016,0.04,3.86,11.5,0.51,595,0.604,0.017,0.678,20.2,0.0926,7.57,0.0005,0.001,8.78,0.0001,0.42,0.01,0.191,2.68,0.119,0.42,17.45,0.0025,0.042,0.843,0.0951,0.0851,0.314,72.9,0.137,25.298,25.298,2.67,82.8,3.7,
KDK_Soils_2023,239390,Ecl679,,,,,,DUP,,06/30/2023,,,,,,,,,,0.087,2.38,10.65,0.0018,Imported,VA23193579,08/08/2023,ALS,ALS,1,79.3,0.375,0.0983,0.23,0.126,8.77,12.4,27.8,2.16,48.4,Imported,VA23193579,08/08/2023,ALS,ALS,2.63,6.88,0.025,0.109,0.028,0.017,0.04,3.82,11.6,0.51,569,0.621,0.017,0.7,20.2,0.0906,7.51,0.001,0.001,8.58,0.0001,0.48,0.01,0.205,2.85,0.114,0.4,17.3,0.0025,0.038,0.855,0.0993,0.0836,0.304,73.1,0.119,25.331,25.331,2.7,83.1,4.31,239389
KDK_Soils_2023,239391,Ecl678,Eclipse,NAD83_U10,686602,5512802,,REG,,06/30/2023,EG,Damp,Sub-rounded,20,B Horizon,brown,Clear Cut,Silty Sand,,0.054,2.39,5.3,0.0016,Imported,VA23193579,08/08/2023,ALS,ALS,1,77.1,0.371,0.0957,0.2,0.172,7.31,11.3,30.9,1.87,35.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.36,5.95,0.023,0.238,0.039,0.009,0.04,3.25,10,0.48,848,0.489,0.017,0.889,20.3,0.1325,10.1,0.001,0.001,7.91,0.0001,0.34,0.013,0.159,2.17,0.107,0.36,14.35,0.0025,0.03,0.933,0.101,0.0763,0.288,59.4,0.116,25.344,25.344,2.14,128,8.33,
KDK_Soils_2023,239392,ECL677,Eclipse,NAD83_U10,686549,5512798,,REG,,06/30/2023,EG,Damp,Sub-angular,30,B Horizon,OB,Forest,Sandy Silt,,0.096,2.23,5.07,0.0013,Imported,VA23193579,08/08/2023,ALS,ALS,1,89.6,0.348,0.1,0.23,0.128,6.77,12.65,40.7,1.755,34,Imported,VA23193579,08/08/2023,ALS,ALS,2.51,6.07,0.025,0.119,0.029,0.017,0.05,2.98,12,0.61,727,0.465,0.016,0.575,26,0.0861,9.73,0.0005,0.001,11.05,0.0001,0.42,0.008,0.205,2.34,0.09,0.38,16.75,0.0025,0.025,0.764,0.0952,0.074,0.242,67,0.103,25.364,25.364,1.92,104.5,4.09,
KDK_Soils_2023,239393,ECL676,Eclipse,NAD83_U10,686502,5512796,,REG,,07/01/2023,KN,Moist,Sub-rounded,10,B Horizon,brown,Forest,Silty Sand,Recently overturned/disturbed by logging,0.098,2.46,3.27,0.0023,Imported,VA23193579,08/08/2023,ALS,ALS,1,93.8,0.374,0.0872,0.24,0.109,7.55,14,47.8,2.08,43.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.71,6.9,0.029,0.186,0.029,0.016,0.05,3.3,12.4,0.7,317,0.496,0.019,0.531,30.1,0.0901,12.3,0.002,0.001,10.2,0.0002,0.4,0.007,0.213,2.94,0.083,0.37,18.25,0.0025,0.029,0.978,0.1145,0.0702,0.294,73.5,0.092,25.167,25.167,2.43,137,7.1,
KDK_Soils_2023,239394,ECL675,Eclipse,NAD83_U10,686451,5512795,,REG,,07/01/2023,KN,Damp,Sub-angular,20,B Horizon,brown,Forest,Sandy Silt,,0.097,1.77,3.31,0.0037,Imported,VA23193579,08/08/2023,ALS,ALS,1,58.2,0.251,0.0765,0.29,0.103,4.83,10.9,31.1,3.16,39.6,Imported,VA23193579,08/08/2023,ALS,ALS,2.5,5.14,0.021,0.04,0.016,0.011,0.07,2.44,12.1,0.53,203,0.516,0.018,0.566,18.75,0.0408,9.39,0.0005,0.001,10.35,0.0001,0.28,0.008,0.238,2.16,0.058,0.31,21,0.0025,0.025,0.41,0.105,0.0736,0.167,70.4,0.072,25.171,25.171,1.885,104,1.25,
KDK_Soils_2023,239395,ECL674,Eclipse,NAD83_U10,686402,5512800,,REG,,07/01/2023,KN,Damp,Sub-rounded,20,B Horizon,red-brown,Forest,Sandy Silt,Disturbed area,0.199,2.13,2.99,0.0028,Imported,VA23193579,08/08/2023,ALS,ALS,1,74.3,0.331,0.091,0.27,0.195,7.02,11.7,33.7,4.23,65.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.54,6.42,0.028,0.071,0.02,0.012,0.05,3.35,18.5,0.57,312,0.404,0.02,0.548,23.9,0.0542,10.9,0.0005,0.001,8.11,0.0001,0.34,0.007,0.213,2.6,0.056,0.4,19.3,0.0025,0.02,0.662,0.1155,0.0678,0.237,67.5,0.086,25.37,25.37,3.2,289,2.83,
KDK_Soils_2023,239396,ECL673,Eclipse,NAD83_U10,686350,5512803,,REG,,07/01/2023,KN,Wet,Sub-rounded,40,B Horizon,dk brown,Forest,Sandy Silt,Poor sample from bog,0.133,1.88,2.53,0.0026,Imported,VA23193579,08/08/2023,ALS,ALS,1,146,0.37,0.0833,0.52,0.085,10.65,5.54,14.1,1.83,131.5,Imported,VA23193579,08/08/2023,ALS,ALS,1.87,5.6,0.035,0.062,0.076,0.011,0.04,6.9,17.5,0.29,124.5,0.404,0.03,0.822,11.65,0.0356,10.45,0.001,0.001,6.61,0.0009,0.3,0.022,0.105,2.81,0.49,0.37,37.5,0.0025,0.022,0.372,0.074,0.0733,0.676,48.4,0.067,25.21,25.21,8,80.9,2.98,
KDK_Soils_2023,239397,ECL672,Eclipse,NAD83_U10,686302,5512798,,REG,,07/01/2023,KN,Damp,Sub-rounded,30,B Horizon,lt brown,Forest,Sandy Silt,,0.324,2,2.83,0.0021,Imported,VA23193579,08/08/2023,ALS,ALS,1,76.5,0.305,0.0777,0.2,0.112,6.8,12,25.9,2.22,43.9,Imported,VA23193579,08/08/2023,ALS,ALS,2.53,5.78,0.025,0.103,0.024,0.014,0.05,3.02,11.4,0.56,430,0.446,0.015,0.517,14.65,0.0845,6.38,0.0005,0.001,9.43,0.0001,0.38,0.006,0.161,2.1,0.075,0.35,16,0.0025,0.022,0.746,0.0996,0.052,0.25,66.6,0.091,25.413,25.413,2.24,106,4.45,
KDK_Soils_2023,239398,ECL671,Eclipse,NAD83_U10,686251,5512799,,REG,,07/01/2023,KN,Damp,Sub-rounded,20,B Horizon,OB,Forest,Silty Sand,,0.163,2.17,3.14,0.0024,Imported,VA23193579,08/08/2023,ALS,ALS,1,67.7,0.277,0.0868,0.21,0.064,5.29,12.55,32.1,2.03,62.8,Imported,VA23193579,08/08/2023,ALS,ALS,2.77,6.53,0.027,0.186,0.036,0.011,0.05,2.53,16,0.72,321,0.361,0.017,0.696,19,0.0882,6.69,0.0005,0.001,6.8,0.0002,0.3,0.01,0.152,2.26,0.075,0.39,14.05,0.0025,0.017,0.666,0.125,0.0503,0.218,71,0.098,25.324,25.324,2.28,95.2,6.73,
KDK_Soils_2023,239399,ECL670,Eclipse,NAD83_U10,686204,5512800,,REG,,07/01/2023,KN,Damp,Sub-rounded,10,B Horizon,green-grey,Forest,Sandy Silt,,0.1,2.29,2.28,0.003,Imported,VA23193579,08/08/2023,ALS,ALS,1,83.7,0.24,0.0446,0.28,0.053,5.39,19.5,36,2,46.8,Imported,VA23193579,08/08/2023,ALS,ALS,3.12,5.91,0.034,0.138,0.017,0.009,0.06,2.65,13.6,1.39,413,0.265,0.017,0.211,24.2,0.0857,4.89,0.0005,0.002,6.19,0.0002,0.3,0.004,0.107,2.09,0.03,0.28,18.35,0.0025,0.011,0.56,0.148,0.037,0.178,78.8,0.075,25.276,25.276,2.16,85.5,5.23,
KDK_Soils_2023,239400,,,,,,,Control,CDN-GEO-1901,,,,,,,,,,,0.83,1.75,12.65,0.0315,,VA23193579,08/08/2023,ALS,ALS,46,155,0.243,0.1635,3.29,0.175,11.3,15.4,29.4,0.917,678,,VA23193579,08/08/2023,ALS,ALS,3.24,5.63,0.075,0.07,0.26,0.019,0.14,5.59,15,1.5,588,21.5,0.127,0.014,16.05,0.103,28.4,0.006,0.001,6.67,0.0324,0.08,0.324,1.24,5.74,0.709,0.4,137,0.0025,0.107,1.645,0.0813,0.042,0.677,105,1.815,25.273,25.273,7.41,56.7,2.56,
KDK_Soils_2023,239401,ECL703,Eclipse,NAD83_U10,686001,5512901,,REG,,07/05/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,"Thick organic layer, som O mixed in.",0.242,2.22,2.34,0.0025,Imported,VA23193579,08/08/2023,ALS,ALS,1,176.5,0.321,0.0918,0.41,0.101,11.85,11.9,24.6,2.43,104,Imported,VA23193579,08/08/2023,ALS,ALS,2.36,5.76,0.029,0.164,0.036,0.014,0.05,4.56,43.9,0.58,346,0.319,0.025,0.88,16.5,0.0363,8.43,0.001,0.001,6.77,0.0004,0.36,0.012,0.174,2.41,0.129,0.47,30.6,0.0025,0.01,0.87,0.119,0.0657,0.423,63.6,0.067,25.308,25.308,4.76,80.2,6.93,
KDK_Soils_2023,239402,ECL704,Eclipse,NAD83_U10,686053,5512897,,REG,,06/29/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,Some organics mixed in.,0.285,2.06,1.77,0.0021,Imported,VA23193579,08/08/2023,ALS,ALS,1,95.4,0.221,0.0632,0.42,0.113,8.54,16,42.7,4.75,61.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.85,6.66,0.037,0.144,0.038,0.01,0.04,2.61,29.9,1,305,0.229,0.017,0.84,25.2,0.0376,6.04,0.002,0.001,3.31,0.0001,0.34,0.011,0.105,2.43,0.19,0.36,20.3,0.0025,0.015,0.529,0.1625,0.0402,0.236,78.4,0.077,25.328,25.328,3.5,62.9,5.61,
KDK_Soils_2023,239403,ECL705,Eclipse,NAD83_U10,686101,5512901,,REG,,06/29/2023,MP,Dry,Sub-rounded,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.239,2.21,7.28,0.0018,Imported,VA23193579,08/08/2023,ALS,ALS,1,88.1,0.318,0.078,0.2,0.067,5.1,15.75,37.7,4.14,61.5,Imported,VA23193579,08/08/2023,ALS,ALS,3,7.04,0.033,0.119,0.025,0.015,0.05,2.33,14,0.85,280,0.347,0.013,0.483,20.5,0.0889,14.4,0.001,0.001,6.91,0.0001,0.46,0.006,0.359,2.83,0.056,0.37,14.65,0.0025,0.023,0.601,0.115,0.0438,0.202,80.2,0.097,25.474,25.474,2.25,91.2,4.33,
KDK_Soils_2023,239404,ECL706,Eclipse,NAD83_U10,686151,5512900,,REG,,06/29/2023,MP,Dry,Sub-angular,20,B Horizon,lt brown,Clear Cut,Silt,,0.266,2.28,2.88,0.0024,Imported,VA23193579,08/08/2023,ALS,ALS,1,68.1,0.34,0.0837,0.17,0.062,4.74,14.65,32.9,4.84,65.6,Imported,VA23193579,08/08/2023,ALS,ALS,2.8,6.7,0.028,0.199,0.023,0.014,0.05,2.12,14.4,0.76,255,0.383,0.014,0.509,19.75,0.0711,7.53,0.001,0.001,6.04,0.0001,0.5,0.006,0.188,1.84,0.057,0.4,12.25,0.0025,0.018,0.642,0.121,0.0425,0.202,70.4,0.087,25.465,25.465,1.88,80.2,8.17,
KDK_Soils_2023,239405,ECL707,Eclipse,NAD83_U10,686201,5512900,,REG,,06/29/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.234,2.02,3.56,0.0026,Imported,VA23193579,08/08/2023,ALS,ALS,1,62.5,0.285,0.0845,0.19,0.103,4.14,12.8,38.9,3.53,51.3,Imported,VA23193579,08/08/2023,ALS,ALS,2.61,5.8,0.025,0.14,0.033,0.015,0.06,1.855,17.2,0.6,274,0.353,0.016,0.717,20.8,0.0876,10.5,0.001,0.001,7.03,0.0001,0.4,0.01,0.217,1.7,0.077,0.41,12.1,0.0025,0.023,0.543,0.108,0.0367,0.1725,66.4,0.134,25.267,25.267,1.705,116.5,5.16,
KDK_Soils_2023,239406,ECL708,Eclipse,NAD83_U10,686251,5512899,,REG,,06/29/2023,MP,Damp,Sub-angular,10,B Horizon,brown,Clear Cut,Sandy Silt,,0.272,2.29,4.13,0.0019,Imported,VA23193579,08/08/2023,ALS,ALS,1,101.5,0.363,0.0791,0.29,0.071,8.41,11.55,31,2.04,53.7,Imported,VA23193579,08/08/2023,ALS,ALS,2.61,7.34,0.033,0.17,0.03,0.017,0.08,3.47,14.2,0.57,327,0.438,0.02,0.509,17.2,0.0983,7.97,0.001,0.001,8.41,0.0001,0.54,0.006,0.189,3.13,0.095,0.43,20.2,0.0025,0.024,0.934,0.105,0.0609,0.279,68.5,0.102,25.363,25.363,3.2,95.3,7.6,
KDK_Soils_2023,239407,ECL709,Eclipse,NAD83_U10,686301,5512900,,REG,,06/29/2023,MP,Dry,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,0.093,2.11,3.02,0.0042,Imported,VA23193579,08/08/2023,ALS,ALS,1,121,0.296,0.0769,0.43,0.078,9.37,16.4,35.7,1.85,49.9,Imported,VA23193579,08/08/2023,ALS,ALS,3.13,6.22,0.047,0.099,0.031,0.014,0.2,3.92,12.3,1.09,682,0.355,0.017,0.354,20.4,0.0917,6.77,0.001,0.008,13.1,0.0001,0.58,0.011,0.212,3.62,0.069,0.3,26.5,0.0025,0.031,0.691,0.1405,0.0978,0.256,87.6,0.106,25.24,25.24,3.15,74,3.91,
KDK_Soils_2023,239408,ECL710,Eclipse,NAD83_U10,686352,5512901,,REG,,06/29/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Silt,,0.246,2.24,3.16,0.0018,Imported,VA23193579,08/08/2023,ALS,ALS,1,108,0.347,0.0858,0.21,0.077,8.53,11.1,27,2.39,80.1,Imported,VA23193579,08/08/2023,ALS,ALS,2.67,6.99,0.036,0.195,0.028,0.016,0.05,3.28,15.8,0.5,201,0.362,0.017,0.354,15.4,0.0789,8.51,0.001,0.001,7.09,0.0001,0.5,0.005,0.2,3.45,0.044,0.41,16,0.0025,0.027,0.914,0.1075,0.0536,0.283,73.4,0.1,25.401,25.401,3.75,120,9.05,
KDK_Soils_2023,239409,ECL711,Eclipse,NAD83_U10,686410,5512901,,REG,,06/29/2023,MP,Damp,Sub-angular,20,B Horizon,brown,Clear Cut,Sandy Silt,,0.272,1.88,3.17,0.0041,Imported,VA23193579,08/08/2023,ALS,ALS,1,73.3,0.303,0.0835,0.28,0.142,7.07,11.55,35.3,2.09,54.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.55,6,0.031,0.045,0.022,0.015,0.05,3.12,14.6,0.56,254,0.438,0.016,0.595,20.8,0.0744,12.45,0.001,0.001,8.17,0.0001,0.6,0.009,0.272,2.69,0.107,0.35,18.65,0.0025,0.026,0.504,0.0886,0.0438,0.231,69.2,0.099,25.422,25.422,2.78,127.5,1.78,
KDK_Soils_2023,239410,ECL711,,,,,,DUP,,06/29/2023,,,,,,,,,,0.277,1.98,3.28,0.0022,Imported,VA23193579,08/08/2023,ALS,ALS,1,76.2,0.314,0.0828,0.3,0.142,7.05,11.7,37,2.11,55.6,Imported,VA23193579,08/08/2023,ALS,ALS,2.61,6.17,0.032,0.041,0.021,0.016,0.05,3.14,15.4,0.59,261,0.434,0.018,0.589,21.5,0.0758,12.6,0.001,0.001,8.34,0.0001,0.54,0.009,0.259,2.85,0.116,0.36,19.7,0.0025,0.025,0.522,0.0944,0.0441,0.238,69.8,0.092,25.427,25.427,2.79,131.5,1.66,239409
KDK_Soils_2023,239411,ECL712,Eclipse,NAD83_U10,686451,5512901,,REG,,06/29/2023,MP,Damp,Sub-rounded,15,B Horizon,brown,Clear Cut,Sandy Silt,,0.267,1.98,3.34,0.0041,Imported,VA23193579,08/08/2023,ALS,ALS,1,64.8,0.308,0.0873,0.28,0.226,5.33,13.25,41.6,7.38,47.6,Imported,VA23193579,08/08/2023,ALS,ALS,2.54,6.38,0.032,0.092,0.024,0.016,0.05,2.32,14.4,0.56,335,0.471,0.02,0.574,25.9,0.0734,13.7,0.001,0.001,8.59,0.0001,0.56,0.007,0.272,2.67,0.076,0.4,18.55,0.0025,0.028,0.576,0.107,0.0473,0.1955,68.8,0.097,25.229,25.229,2.05,232,3.43,
KDK_Soils_2023,239412,ECL713,Eclipse,NAD83_U10,686502,5512901,,REG,,06/29/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Forest,Silty Sand,,0.11,2.28,3.11,0.0019,Imported,VA23193579,08/08/2023,ALS,ALS,1,82.8,0.37,0.0799,0.31,0.103,7.53,15.05,57.4,4.03,53.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.89,6.48,0.035,0.052,0.018,0.016,0.05,2.9,14.1,0.78,375,0.366,0.022,0.414,35.4,0.051,11.9,0.001,0.001,10.5,0.0001,0.58,0.007,0.248,3.15,0.064,0.37,21.3,0.0025,0.028,0.616,0.1215,0.0622,0.226,77.8,0.08,25.344,25.344,2.4,125,1.98,
KDK_Soils_2023,239413,ECL714,Eclipse,NAD83_U10,686550,5512900,,REG,,06/29/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Clear Cut,Silty Sand,,0.137,2.03,4.24,0.0016,Imported,VA23193579,08/08/2023,ALS,ALS,1,78.8,0.297,0.0829,0.25,0.101,6.1,13.35,46.3,1.935,41.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.6,6.07,0.031,0.097,0.031,0.015,0.05,2.63,11.5,0.67,625,0.419,0.019,0.487,29.4,0.0855,11.15,0.0005,0.001,8.69,0.0001,0.56,0.008,0.226,2.68,0.069,0.31,17.4,0.0025,0.03,0.685,0.103,0.0795,0.202,71,0.098,25.32,25.32,2.03,114.5,3.5,
KDK_Soils_2023,239414,ECL715,Eclipse,NAD83_U10,686602,5512900,,REG,,06/29/2023,MP,Dry,Sub-rounded,30,B Horizon,brown,Clear Cut,Silty Sand,,0.114,2.28,5.48,0.0021,Imported,VA23193579,08/08/2023,ALS,ALS,1,76.8,0.374,0.0903,0.2,0.146,9.4,11.65,29.5,2.28,45.2,Imported,VA23193579,08/08/2023,ALS,ALS,2.58,6.27,0.035,0.137,0.028,0.018,0.05,3.53,10.4,0.47,463,0.581,0.016,0.7,17.75,0.0937,12.65,0.001,0.001,8.14,0.0001,0.52,0.008,0.264,2.92,0.111,0.38,16.25,0.0025,0.032,0.895,0.0949,0.0833,0.332,68.1,0.158,25.244,25.244,2.87,154.5,5.85,
KDK_Soils_2023,239415,ECL716,Eclipse,NAD83_U10,686652,5512900,,REG,,06/29/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Clear Cut,Silty Sand,,0.163,2.48,12.45,0.0024,Imported,VA23193579,08/08/2023,ALS,ALS,1,78.7,0.452,0.1295,0.18,0.177,10.5,14.6,22.1,2.33,42,Imported,VA23193579,08/08/2023,ALS,ALS,2.64,7.29,0.031,0.155,0.035,0.025,0.06,3.83,10.9,0.38,552,1.01,0.015,0.886,18.4,0.0804,12.5,0.001,0.0005,9.01,0.0001,0.54,0.014,0.289,3.1,0.132,0.46,14.35,0.0025,0.054,0.905,0.0753,0.1245,0.315,67.4,0.118,25.334,25.334,2.62,105.5,5.07,
KDK_Soils_2023,239416,ECL717,Eclipse,NAD83_U10,686701,5512900,,REG,,06/29/2023,MP,Dry,Sub-angular,20,B Horizon,brown,Clear Cut,Silty Sand,,0.153,2.18,14.8,0.0083,Imported,VA23193579,08/08/2023,ALS,ALS,1,66.3,0.345,0.099,0.23,0.149,7.87,15,32.9,2.36,52.5,Imported,VA23193579,08/08/2023,ALS,ALS,2.86,6.56,0.034,0.122,0.029,0.017,0.05,3.07,15,0.54,407,0.725,0.016,0.638,23.2,0.0682,15.3,0.001,0.001,7.45,0.0001,0.56,0.009,0.328,3.43,0.138,0.37,17.85,0.0025,0.048,0.727,0.1005,0.104,0.252,75.3,0.167,25.359,25.359,2.64,171,4.34,
KDK_Soils_2023,239417,ECL718,Eclipse,NAD83_U10,686754,5512900,,REG,,06/29/2023,MP,Damp,Sub-angular,15,B Horizon,brown,Clear Cut,Silty Sand,Fresh cut block (not on satellite img).,0.086,1.91,10.05,0.0023,Imported,VA23193579,08/08/2023,ALS,ALS,1,72.1,0.319,0.1055,0.23,0.127,5.31,9.61,17.15,1.62,31.4,Imported,VA23193579,08/08/2023,ALS,ALS,2.16,6.08,0.023,0.111,0.041,0.018,0.06,2.37,9.7,0.32,228,0.803,0.017,0.941,13.8,0.0647,10.7,0.0005,0.0005,8.96,0.0001,0.42,0.014,0.272,1.915,0.091,0.43,19.5,0.0025,0.038,0.56,0.0765,0.0904,0.21,56,0.129,25.284,25.284,1.72,119,4.49,
KDK_Soils_2023,239418,ECL719,Eclipse,NAD83_U10,686801,5512900,,REG,,06/29/2023,MP,Damp,Sub-angular,10,B Horizon,brown,Clear Cut,Silty Sand,Fresh cut block.,0.033,2.05,11.35,0.0015,Imported,VA23193579,08/08/2023,ALS,ALS,1,119,0.292,0.104,0.22,0.273,5.17,11.7,18.85,2.29,32.7,Imported,VA23193579,08/08/2023,ALS,ALS,2.4,6.86,0.026,0.06,0.031,0.014,0.05,2.36,9.7,0.38,901,0.693,0.017,0.576,18.05,0.0446,18,0.001,0.001,11.55,0.0001,0.44,0.008,0.298,2.15,0.082,0.41,17.25,0.0025,0.036,0.577,0.0812,0.265,0.1395,64.2,0.126,25.382,25.382,1.585,131,2.24,
