Point number,Sample Number,Site ID,Target,Grid,UTM_East,UTM_North,Elevation (m),Sample Type,Standard Type,Date_Sampled,Sampler,Moisture,Angularity,Depth_cm,Horizon,Color,Site Vegetation,Texture,Description,Ag ppm AuME-ST43,Al % AuME-ST43,As ppm AuME-ST43,Au ppm AuME-ST43,Au ppm AuME-ST43 status,Au ppm AuME-ST43 certificate,Au ppm AuME-ST43 certificate completed,Au ppm AuME-ST43 laboratory,Au ppm AuME-ST43 sample analysis workflow,B ppm AuME-ST43,Ba ppm AuME-ST43,Be ppm AuME-ST43,Bi ppm AuME-ST43,Ca % AuME-ST43,Cd ppm AuME-ST43,Ce ppm AuME-ST43,Co ppm AuME-ST43,Cr ppm AuME-ST43,Cs ppm AuME-ST43,Cu ppm AuME-ST43,Cu ppm AuME-ST43 status,Cu ppm AuME-ST43 certificate,Cu ppm AuME-ST43 certificate completed,Cu ppm AuME-ST43 laboratory,Cu ppm AuME-ST43 sample analysis workflow,Fe % AuME-ST43,Ga ppm AuME-ST43,Ge ppm AuME-ST43,Hf ppm AuME-ST43,Hg ppm AuME-ST43,In ppm AuME-ST43,K % AuME-ST43,La ppm AuME-ST43,Li ppm AuME-ST43,Mg % AuME-ST43,Mn ppm AuME-ST43,Mo ppm AuME-ST43,Na % AuME-ST43,Nb ppm AuME-ST43,Ni ppm AuME-ST43,P % AuME-ST43,Pb ppm AuME-ST43,Pd ppm AuME-ST43,Pt ppm AuME-ST43,Rb ppm AuME-ST43,Re ppm AuME-ST43,Recvd Wt. kg WEI-21,S % AuME-ST43,Sb ppm AuME-ST43,Sc ppm AuME-ST43,Se ppm AuME-ST43,Sn ppm AuME-ST43,Sr ppm AuME-ST43,Ta ppm AuME-ST43,Te ppm AuME-ST43,Th ppm AuME-ST43,Ti % AuME-ST43,Tl ppm AuME-ST43,U ppm AuME-ST43,V ppm AuME-ST43,W ppm AuME-ST43,WT. SAMPLE g AuME-IC43i,WT. SAMPLE g AuME-MS43i,Y ppm AuME-ST43,Zn ppm AuME-ST43,Zr ppm AuME-ST43,parent sample number
KDK_Soils_2023,258613,AG042,Agie,NAD83_U10,692201,5513101,,REG,,08/12/2023,EG,Dry,Sub-angular,15,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,11.65,0.91,12.7,0.235,Imported,VA23230525,09/11/2023,ALS,ALS,1,144,0.331,0.138,0.15,0.238,16.6,2.69,3.93,1.63,38.3,Imported,VA23230525,09/11/2023,ALS,ALS,1.52,3.66,0.016,0.017,0.017,0.028,0.07,7.96,4.6,0.07,521,1.65,0.008,0.228,2.26,0.0954,1050,0.0005,0.0005,19.15,0.0001,0.66,0.041,4.13,0.63,0.041,0.29,14,0.0025,0.018,2.2,0.0113,0.184,0.441,25.2,0.099,25.105,25.105,1.47,307,0.44,
KDK_Soils_2023,258614,AG043,Agie,NAD83_U10,692248,5513101,,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,0.596,1.34,1.8,0.0253,Imported,VA23230525,09/11/2023,ALS,ALS,1,116.5,0.289,0.236,0.14,0.245,14.2,3.97,7.74,1.36,9.51,Imported,VA23230525,09/11/2023,ALS,ALS,1.33,4.54,0.017,0.073,0.029,0.032,0.04,5.07,7,0.13,644,0.646,0.013,0.674,5.72,0.0885,47.6,0.0005,0.0005,8.6,0.0001,0.62,0.007,0.131,1.05,0.057,0.39,13.2,0.0025,0.015,1.375,0.0555,0.0606,0.486,28.7,0.143,25.027,25.027,2.53,281,3.37,
KDK_Soils_2023,258615,AG044,Agie,NAD83_U10,692298,5513099,,REG,,08/12/2023,EG,Dry,Sub-angular,10,B Horizon,OB,Forest,Pebbly Sand,,0.427,1.28,3.44,0.006,Imported,VA23230525,09/11/2023,ALS,ALS,1,200,0.322,0.335,0.22,0.345,17.85,4.49,8.93,1.8,9,Imported,VA23230525,09/11/2023,ALS,ALS,1.87,5.16,0.022,0.008,0.033,0.049,0.05,8.97,7,0.17,1555,0.776,0.009,0.456,5.82,0.0771,82.5,0.0005,0.0005,12.1,0.0001,0.52,0.009,0.147,1.035,0.046,0.4,17.25,0.0025,0.016,1.895,0.045,0.1,0.437,40.8,0.113,25.089,25.089,2.09,429,0.46,
KDK_Soils_2023,258616,AG045,Agie,NAD83_U10,692347,5513100,,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,0.363,1.28,1.74,0.0016,Imported,VA23230525,09/11/2023,ALS,ALS,1,118.5,0.306,0.274,0.13,0.161,15.4,3.75,7.23,1.595,7.38,Imported,VA23230525,09/11/2023,ALS,ALS,1.57,4.75,0.017,0.082,0.017,0.044,0.05,6.37,6.7,0.14,415,0.545,0.01,0.436,4.91,0.0296,48.1,0.0005,0.0005,10.4,0.0001,0.62,0.004,0.095,0.973,0.026,0.38,11.25,0.0025,0.014,2.27,0.0442,0.0749,0.367,32.2,0.117,25.056,25.056,1.73,302,3.14,
KDK_Soils_2023,258617,AG060,Agie,NAD83_U10,692348,5513199,,REG,,08/12/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Pebbly Sand,,0.367,1.54,1.94,0.0011,Imported,VA23230525,09/11/2023,ALS,ALS,1,153.5,0.342,0.372,0.12,0.192,19.25,3.76,7.28,1.7,10.05,Imported,VA23230525,09/11/2023,ALS,ALS,1.6,4.94,0.023,0.082,0.023,0.054,0.04,7.04,8.9,0.14,703,0.578,0.012,0.536,4.89,0.0951,41.1,0.0005,0.0005,8.77,0.0001,0.62,0.006,0.068,1.27,0.045,0.38,9.77,0.0025,0.012,2.34,0.0549,0.0708,0.666,29.9,0.109,25.115,25.115,3.1,302,3.41,
KDK_Soils_2023,258618,AG059,Agie,NAD83_U10,692302,5513198,,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,0.247,1.1,1.23,0.0034,Imported,VA23230525,09/11/2023,ALS,ALS,1,110,0.227,0.417,0.13,0.142,13.35,3.6,7.82,1.045,7.96,Imported,VA23230525,09/11/2023,ALS,ALS,1.42,4.05,0.019,0.035,0.022,0.058,0.05,5.69,7.9,0.14,653,0.677,0.009,0.462,4.63,0.0703,29.3,0.0005,0.0005,10.4,0.0001,0.6,0.004,0.079,0.959,0.033,0.32,10.75,0.0025,0.013,1.52,0.0475,0.0525,0.394,30.4,0.11,25.034,25.034,1.5,215,1.2,
KDK_Soils_2023,258619,AG058,Agie,NAD83_U10,692250,5513199,,REG,,08/12/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,0.346,1.17,1.32,0.0029,Imported,VA23230525,09/11/2023,ALS,ALS,1,103,0.264,0.278,0.11,0.121,16.05,3.42,6.78,0.892,9.18,Imported,VA23230525,09/11/2023,ALS,ALS,1.3,4.17,0.018,0.069,0.016,0.045,0.03,6.35,5.5,0.13,330,0.379,0.01,0.444,4.85,0.0624,27.1,0.0005,0.0005,6.5,0.0001,0.68,0.003,0.071,1.005,0.032,0.3,9.56,0.0025,0.01,1.905,0.0447,0.064,0.363,27.8,0.152,25.061,25.061,2.06,214,2.79,
KDK_Soils_2023,258620,,,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,0.036,0.75,3.37,0.0017,,VA23230525,09/11/2023,ALS,ALS,2,60.4,0.224,0.0443,1.34,0.129,15.5,8.48,19.25,0.581,27.3,,VA23230525,09/11/2023,ALS,ALS,2.31,2.94,0.089,0.114,0.016,0.011,0.05,6.54,5.1,0.44,383,0.446,0.02,0.231,12.7,0.0793,2.92,0.001,0.0005,3.02,0.0001,0.58,0.003,0.293,3.5,0.076,0.23,61.2,0.0025,0.018,1.46,0.0691,0.0473,0.377,70.1,0.091,25.086,25.086,6.84,33.9,5.23,
KDK_Soils_2023,258621,AG057,Agie,NAD83_U10,692201,5513200,,REG,,08/13/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,0.239,1.5,2.35,0.0019,Imported,VA23230525,09/11/2023,ALS,ALS,1,157.5,0.348,0.356,0.15,0.141,17.9,4.14,8.56,1.11,11.3,Imported,VA23230525,09/11/2023,ALS,ALS,1.56,4.51,0.021,0.108,0.029,0.058,0.04,6.91,6.7,0.16,762,0.632,0.011,0.702,6.05,0.0964,33.8,0.0005,0.0005,8.28,0.0001,0.58,0.006,0.096,1.31,0.052,0.43,13.15,0.0025,0.022,2.4,0.0574,0.0738,0.563,32.6,0.165,25.038,25.038,2.98,219,5.01,
KDK_Soils_2023,258622,AG056,Agie,NAD83_U10,692151,5513201,,REG,,08/12/2023,EG,Dry,Sub-angular,20,B Horizon,beige,Forest,Pebbly Sand,,0.635,1.66,2.01,0.0012,Imported,VA23230525,09/11/2023,ALS,ALS,1,109,0.357,0.514,0.12,0.13,12.55,3.99,8.34,0.962,13.45,Imported,VA23230525,09/11/2023,ALS,ALS,1.59,5.26,0.022,0.168,0.033,0.089,0.04,6.32,8.7,0.13,385,0.558,0.013,0.788,5.77,0.131,32,0.0005,0.0005,4.77,0.0001,0.46,0.008,0.065,1.19,0.047,0.4,9.61,0.0025,0.027,1.98,0.0591,0.0419,0.918,29.6,0.126,25.1,25.1,2.89,301,6.14,
KDK_Soils_2023,258623,AG055,Agie,NAD83_U10,692101,5513198,,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,1.57,1.95,1.18,0.0026,Imported,VA23230525,09/11/2023,ALS,ALS,1,201,0.735,0.639,0.46,0.235,37.8,4.22,14.85,0.889,49.4,Imported,VA23230525,09/11/2023,ALS,ALS,2.02,5.98,0.052,0.113,0.028,0.18,0.08,26.4,9.5,0.23,754,0.382,0.021,0.473,8.22,0.0167,34.2,0.001,0.0005,9.95,0.0002,0.42,0.006,0.12,4.08,0.072,0.5,40.9,0.0025,0.019,4.34,0.0458,0.087,6.45,32.4,0.082,25.045,25.045,18.45,389,4.04,
KDK_Soils_2023,258624,AG054,Agie,NAD83_U10,692049,5513200,,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,0.391,0.92,1.26,0.0019,Imported,VA23230525,09/11/2023,ALS,ALS,1,88.5,0.209,0.224,0.11,0.072,14.65,3.2,7.24,0.747,8.32,Imported,VA23230525,09/11/2023,ALS,ALS,1.32,3.41,0.02,0.042,0.025,0.05,0.03,7.27,5.3,0.11,180.5,0.372,0.012,0.454,3.88,0.0613,18.7,0.0005,0.0005,5.18,0.0001,0.64,0.004,0.067,1.015,0.04,0.3,10.05,0.0025,0.014,2.13,0.0366,0.0406,0.625,29.8,0.135,25.434,25.434,2.18,178.5,1.66,
KDK_Soils_2023,258625,AG053,Agie,NAD83_U10,691997,5513202,,REG,,08/12/2023,EG,Dry,Sub-rounded,20,B Horizon,beige,Forest,Silty Sand,,0.386,1.19,1.32,0.0015,Imported,VA23230525,09/11/2023,ALS,ALS,1,83.6,0.25,0.253,0.14,0.108,12.15,4.06,8.26,0.994,9.57,Imported,VA23230525,09/11/2023,ALS,ALS,1.44,4.23,0.019,0.072,0.03,0.039,0.03,5.64,6,0.13,264,0.485,0.013,0.664,5.21,0.0591,19.95,0.0005,0.0005,5.86,0.0001,0.56,0.004,0.086,0.99,0.036,0.35,11.9,0.0025,0.02,1.755,0.0531,0.0397,0.415,33.8,0.172,25.096,25.096,2.09,197.5,3.09,
KDK_Soils_2023,258626,AG052,Agie,NAD83_U10,691950,5513199,,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Clear Cut,Pebbly Sand,,0.339,1.64,1.86,0.0028,Imported,VA23230525,09/11/2023,ALS,ALS,1,84.6,0.323,0.256,0.12,0.144,11.85,4.32,8.92,1.115,11.15,Imported,VA23230525,09/11/2023,ALS,ALS,1.6,5.08,0.019,0.153,0.031,0.044,0.03,4.88,6.8,0.14,517,0.551,0.016,0.886,6.05,0.1285,19.8,0.001,0.0005,5.63,0.0001,0.48,0.01,0.073,1.185,0.058,0.44,10.85,0.0025,0.023,1.62,0.07,0.0534,0.453,37.1,0.156,25.026,25.026,2.23,228,6.57,
KDK_Soils_2023,258627,AG051,Agie,NAD83_U10,691901,5513201,,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,OB,Clear Cut,Pebbly Sand,,0.369,1.46,1.64,0.0069,Imported,VA23230525,09/11/2023,ALS,ALS,1,63.7,0.29,0.213,0.11,0.095,11.05,4.54,9.49,1.1,9.47,Imported,VA23230525,09/11/2023,ALS,ALS,1.64,5.26,0.019,0.091,0.03,0.036,0.03,4.85,6.8,0.14,320,0.621,0.016,0.74,6.77,0.0786,18.7,0.001,0.0005,5.62,0.0001,0.66,0.006,0.076,1.135,0.059,0.41,9.64,0.0025,0.02,1.685,0.0682,0.0423,0.383,39,0.179,25.198,25.198,1.8,226,4.05,
KDK_Soils_2023,258628,AG050,Agie,NAD83_U10,691852,5513202,,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,Near road,0.314,1.2,1.84,0.0019,Imported,VA23230525,09/11/2023,ALS,ALS,1,91.8,0.289,0.299,0.17,0.155,21.3,4.35,9.95,0.957,15.35,Imported,VA23230525,09/11/2023,ALS,ALS,1.65,3.84,0.026,0.085,0.026,0.056,0.04,9.15,5.6,0.17,428,0.485,0.014,0.558,6.07,0.0842,26.8,0.0005,0.0005,6.67,0.0001,0.62,0.005,0.116,1.57,0.051,0.32,12.95,0.0025,0.026,3.22,0.0562,0.0569,0.659,38.8,0.169,25.128,25.128,3.54,208,4.36,
KDK_Soils_2023,258629,AG049,Agie,NAD83_U10,691800,5513199,,REG,,08/12/2023,EG,Dry,Sub-angular,30,B Horizon,lt brown,Forest,Pebbly Sand,,0.566,1.28,1.98,0.0019,Imported,VA23230525,09/11/2023,ALS,ALS,1,144,0.302,0.338,0.52,0.158,19.95,4.75,12.4,0.617,22.7,Imported,VA23230525,09/11/2023,ALS,ALS,1.72,4.37,0.028,0.071,0.043,0.069,0.05,9.89,11.2,0.22,253,1.4,0.016,0.808,7.64,0.021,30.8,0.001,0.0005,4.25,0.0001,0.46,0.015,0.141,1.83,0.213,0.33,35.3,0.0025,0.028,2.33,0.0481,0.0497,5.9,39.9,0.173,24.762,24.762,5.5,234,2.74,
KDK_Soils_2023,258630,AG049,,,,,,DUP,,08/12/2023,,,,,,,,,,0.526,1.32,2.16,0.0027,Imported,VA23230525,09/11/2023,ALS,ALS,1,144,0.299,0.356,0.5,0.154,19.95,4.94,13.2,0.684,24.3,Imported,VA23230525,09/11/2023,ALS,ALS,1.74,4.44,0.026,0.074,0.046,0.076,0.05,10.3,11.8,0.22,263,1.445,0.017,0.862,7.88,0.0209,32.4,0.0005,0.0005,4.83,0.0001,0.5,0.015,0.122,1.89,0.205,0.36,36.5,0.0025,0.027,2.32,0.0506,0.0512,6.02,41.8,0.147,24.999,24.999,5.66,243,2.83,258629
KDK_Soils_2023,258631,AG048,Agie,NAD83_U10,691747,5513198,,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,beige,Forest,Pebbly Sand,,0.341,1.3,1.66,0.0121,Imported,VA23230525,09/11/2023,ALS,ALS,1,90.8,0.272,0.192,0.15,0.184,14.3,4.4,10.35,0.963,9.27,Imported,VA23230525,09/11/2023,ALS,ALS,1.59,4.09,0.022,0.062,0.031,0.036,0.03,5.98,6.2,0.15,525,0.529,0.015,0.562,7.23,0.0803,23.2,0.0005,0.0005,6.19,0.0001,0.52,0.006,0.095,1.15,0.04,0.36,13.05,0.0025,0.015,2.11,0.062,0.0515,0.395,39.5,0.171,24.744,24.744,2.12,266,2.84,
KDK_Soils_2023,258632,AG047,Agie,NAD83_U10,691700,5513202,,REG,,08/12/2023,EG,Dry,Sub-rounded,30,B Horizon,beige,Forest,Sandy Silt,,0.278,1.5,1.68,0.0348,Imported,VA23230525,09/11/2023,ALS,ALS,1,118,0.3,0.1775,0.18,0.225,15.05,5.58,12.85,1.02,15,Imported,VA23230525,09/11/2023,ALS,ALS,1.7,4.78,0.024,0.072,0.018,0.035,0.04,5.02,8.1,0.25,615,0.447,0.018,0.494,9.88,0.1045,16.4,0.0005,0.0005,6.82,0.0001,0.58,0.005,0.089,1.72,0.046,0.38,17.05,0.0025,0.014,1.875,0.0729,0.057,0.422,40.4,0.153,25.052,25.052,2.44,308,3.9,
KDK_Soils_2023,258633,AG046,Agie,NAD83_U10,691651,5513199,,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,beige,Forest,Pebbly Sand,,0.12,1.54,1.34,0.0039,Imported,VA23230525,09/11/2023,ALS,ALS,1,133,0.32,0.226,0.2,0.124,13.2,6.08,14.35,1.055,13.2,Imported,VA23230525,09/11/2023,ALS,ALS,1.88,4.69,0.021,0.056,0.021,0.041,0.05,5.26,8.2,0.28,518,0.517,0.014,0.51,10.1,0.0684,21,0.0005,0.0005,8.1,0.0001,0.58,0.006,0.104,1.63,0.027,0.39,16.85,0.0025,0.015,2.05,0.0713,0.0466,0.393,46.8,0.13,24.793,24.793,2.03,238,2.55,
KDK_Soils_2023,258634,AG061,Agie,NAD83_U10,691655,5513299,,REG,,08/12/2023,EG,Dry,Sub-rounded,10,B Horizon,Light Brown-Grey,Forest,Pebbly Sand,,0.537,1.27,1.06,0.0038,Imported,VA23230525,09/11/2023,ALS,ALS,1,136,0.389,0.355,0.28,0.312,25.5,4.24,13.2,1.065,27.3,Imported,VA23230525,09/11/2023,ALS,ALS,1.72,4.02,0.042,0.011,0.026,0.072,0.05,23,9.7,0.22,660,0.422,0.02,0.395,8.17,0.0282,32,0.0005,0.0005,7.77,0.0001,0.46,0.009,0.113,2.32,0.051,0.33,27.6,0.0025,0.019,1.965,0.0491,0.074,2.42,40.5,0.123,25.104,25.104,11.5,308,0.52,
KDK_Soils_2023,258635,AG062,Agie,NAD83_U10,691699,5513301,,REG,,08/12/2023,EG,Dry,Sub-rounded,40,B Horizon,beige,Forest,Sandy Silt,,0.265,1.04,1.36,0.0007,Imported,VA23230525,09/11/2023,ALS,ALS,1,105.5,0.237,0.229,0.13,0.211,13.55,3.81,8.35,0.914,6.09,Imported,VA23230525,09/11/2023,ALS,ALS,1.46,3.48,0.019,0.054,0.02,0.043,0.04,5.8,5.6,0.13,377,0.412,0.014,0.486,5.28,0.1025,23,0.0005,0.0005,6.43,0.0001,0.7,0.005,0.077,1.04,0.036,0.33,11.5,0.0025,0.014,2.09,0.0495,0.0432,0.372,33.1,0.152,25.315,25.315,1.845,336,2.33,
KDK_Soils_2023,258636,AG063,Agie,NAD83_U10,691750,5513300,,REG,,08/12/2023,EG,Damp,Sub-rounded,30,B Horizon,beige,Forest,Silty Sand,,0.176,1.08,1.61,0.0018,Imported,VA23230525,09/11/2023,ALS,ALS,1,111.5,0.189,0.243,0.19,0.098,9.58,2.64,8.22,0.645,9.04,Imported,VA23230525,09/11/2023,ALS,ALS,1.28,4.25,0.017,0.047,0.041,0.044,0.03,5.21,5.6,0.11,138,0.79,0.014,0.7,4.7,0.0562,22.9,0.0005,0.0005,3.02,0.0001,0.44,0.01,0.092,1.065,0.056,0.36,13.9,0.0025,0.015,1.485,0.0451,0.0302,0.661,29.3,0.134,24.63,24.63,1.72,202,2.14,
KDK_Soils_2023,258637,AG064,Agie,NAD83_U10,691801,5513297,,REG,,08/12/2023,EG,Dry,Sub-rounded,20,B Horizon,grey,Forest,Pebbly Sand,,0.276,1.21,1.4,0.0009,Imported,VA23230525,09/11/2023,ALS,ALS,1,140.5,0.25,0.244,0.22,0.069,11.5,3.28,8.91,0.785,12.95,Imported,VA23230525,09/11/2023,ALS,ALS,1.32,4.24,0.017,0.048,0.028,0.04,0.04,7.19,7.8,0.13,94.5,0.575,0.017,0.715,5.58,0.0511,20.1,0.0005,0.0005,4.62,0.0001,0.34,0.009,0.083,1.19,0.044,0.37,19.35,0.0025,0.017,1.255,0.0509,0.0359,1.22,29.1,0.105,24.728,24.728,2.78,167,1.98,
KDK_Soils_2023,258638,AG065,Agie,NAD83_U10,691852,5513298,,REG,,08/12/2023,EG,Dry,Sub-rounded,15,B Horizon,grey,Forest,Pebbly Sand,,0.222,0.9,0.83,0.0025,Imported,VA23230525,09/11/2023,ALS,ALS,1,99.4,0.164,0.246,0.21,0.057,11.95,2.95,7.42,0.605,10.2,Imported,VA23230525,09/11/2023,ALS,ALS,1.13,3.04,0.019,0.027,0.02,0.044,0.03,8.05,6.8,0.1,167,0.38,0.017,0.533,3.63,0.0124,18.35,0.0005,0.0005,3.72,0.0001,0.5,0.007,0.081,0.987,0.024,0.28,19.1,0.0025,0.015,1.115,0.0433,0.0374,1.13,28.2,0.093,25.003,25.003,3.26,128.5,0.88,
KDK_Soils_2023,258639,AG066,Agie,NAD83_U10,691898,5513300,,REG,,08/12/2023,EG,Dry,Sub-rounded,20,B Horizon,grey,Forest,Pebbly Sand,,0.685,1.17,0.84,0.19,Imported,VA23230525,09/11/2023,ALS,ALS,1,151,0.272,0.346,0.42,0.102,14.4,2.95,8.5,0.688,14.7,Imported,VA23230525,09/11/2023,ALS,ALS,1.31,3.6,0.026,0.059,0.046,0.07,0.04,13.45,9.1,0.16,228,0.359,0.022,0.731,4.78,0.0162,23.1,0.0005,0.0005,5.04,0.0001,0.3,0.013,0.096,1.45,0.035,0.32,33.1,0.0025,0.015,1.47,0.0501,0.0454,2.1,29.1,0.093,25.191,25.191,6.06,198,2.01,
KDK_Soils_2023,258640,,,,,,,Control,Coarse Blank - Sand,,,,,,,,,,,0.033,0.72,3.4,0.0011,,VA23230525,09/11/2023,ALS,ALS,2,61.9,0.218,0.0453,1.37,0.126,15,8.2,18.5,0.598,27,,VA23230525,09/11/2023,ALS,ALS,2.35,2.57,0.067,0.13,0.022,0.011,0.05,6.76,4.9,0.45,397,0.454,0.022,0.198,12.4,0.0805,3.01,0.001,0.0005,3.13,0.0001,0.42,0.004,0.267,3.23,0.079,0.23,59.2,0.0025,0.018,1.66,0.0669,0.0508,0.368,72.5,0.086,24.882,24.882,6.59,33.6,5.36,
KDK_Soils_2023,258641,AG067,Agie,NAD83_U10,691949,5513299,,REG,,08/13/2023,EG,Dry,Sub-angular,15,B Horizon,beige,Forest,Pebbly Sand,,0.595,1.26,1.99,0.0013,Imported,VA23230525,09/11/2023,ALS,ALS,1,94.3,0.253,0.258,0.13,0.136,9.7,4.59,10.15,0.909,10.2,Imported,VA23230525,09/11/2023,ALS,ALS,1.64,4.25,0.016,0.084,0.03,0.049,0.03,4.26,5.7,0.16,371,0.529,0.014,0.666,5.37,0.0885,20.2,0.0005,0.0005,5.21,0.0001,0.64,0.007,0.093,1.115,0.045,0.36,11.35,0.0025,0.03,1.2,0.0556,0.0374,0.366,40.1,0.164,25.16,25.16,1.865,217,3.38,
KDK_Soils_2023,258642,AG068,Agie,NAD83_U10,691999,5513300,,REG,,08/13/2023,EG,Dry,Sub-rounded,15,B Horizon,lt grey,Forest,Pebbly Sand,,0.509,0.97,0.76,0.0047,Imported,VA23230525,09/11/2023,ALS,ALS,1,93,0.249,0.288,0.23,0.043,13.65,3.19,7.72,0.723,12.15,Imported,VA23230525,09/11/2023,ALS,ALS,1.13,3.15,0.02,0.027,0.016,0.057,0.04,8.58,6.8,0.15,197,0.191,0.02,0.472,3.88,0.0098,18.55,0.0005,0.0005,8.27,0.0001,0.56,0.005,0.08,1.315,0.02,0.26,21,0.0025,0.011,1.81,0.0459,0.0473,2.05,25.3,0.088,25.012,25.012,4.58,158.5,1.04,
KDK_Soils_2023,258643,AG069,Agie,NAD83_U10,692048,5513300,,REG,,08/13/2023,EG,Dry,Sub-rounded,30,B Horizon,Light Brown-Grey,Forest,Silty Sand,,2.25,2.53,1.32,0.0064,Imported,VA23230525,09/11/2023,ALS,ALS,1,228,0.878,0.901,0.5,0.206,31.4,3.87,15.9,1.25,60,Imported,VA23230525,09/11/2023,ALS,ALS,1.92,6.79,0.06,0.145,0.04,0.208,0.08,33.9,10.5,0.26,474,0.433,0.023,0.98,7.31,0.025,47.8,0.001,0.0005,13.95,0.0001,0.44,0.012,0.129,5.1,0.105,0.6,43.6,0.0025,0.024,7.45,0.0581,0.097,13,30.4,0.092,24.674,24.674,22.6,385,6.21,
KDK_Soils_2023,258644,AG070,Agie,NAD83_U10,692099,5513299,,REG,,08/13/2023,EG,Dry,Sub-rounded,30,B Horizon,grey,Forest,Silty Sand,,0.439,0.85,0.88,0.0021,Imported,VA23230525,09/11/2023,ALS,ALS,1,87.9,0.174,0.309,0.14,0.068,11.95,2.85,6.87,0.673,9.03,Imported,VA23230525,09/11/2023,ALS,ALS,1.17,3.19,0.014,0.015,0.017,0.048,0.04,6.96,6,0.11,92.6,0.291,0.013,0.427,3.79,0.0282,19.35,0.001,0.0005,4.73,0.0001,0.56,0.004,0.063,0.805,0.028,0.27,13.55,0.0025,0.013,1.39,0.0345,0.0358,0.414,26.3,0.12,24.598,24.598,2.24,182,0.61,
KDK_Soils_2023,258645,AG071,Agie,NAD83_U10,692153,5513301,,REG,,08/13/2023,EG,Dry,Sub-angular,30,B Horizon,beige,Forest,Pebbly Sand,Near road,0.401,1.2,1.7,0.0024,Imported,VA23230525,09/11/2023,ALS,ALS,1,106,0.297,0.481,0.17,0.183,22.3,4.07,8.44,0.844,14.55,Imported,VA23230525,09/11/2023,ALS,ALS,1.51,3.8,0.025,0.052,0.028,0.078,0.05,9.66,5.3,0.15,466,0.512,0.013,0.593,5.35,0.0819,33.4,0.0005,0.0005,7.35,0.0001,0.62,0.009,0.104,1.3,0.051,0.35,14.3,0.0025,0.027,2.02,0.0498,0.0618,0.616,33.6,0.161,24.532,24.532,3.61,243,2.24,
KDK_Soils_2023,258646,AG072,Agie,NAD83_U10,692200,5513299,,REG,,08/13/2023,EG,Dry,Sub-angular,10,B Horizon,beige,Forest,Pebbly Sand,,0.384,1.4,1.56,0.003,Imported,VA23230525,09/11/2023,ALS,ALS,1,106,0.32,0.448,0.13,0.172,19.95,3.66,7.53,0.969,12.1,Imported,VA23230525,09/11/2023,ALS,ALS,1.46,4.48,0.02,0.086,0.03,0.067,0.03,7.84,5.9,0.14,479,0.625,0.014,0.618,5.59,0.0769,30.3,0.0005,0.0005,6.82,0.0001,0.68,0.006,0.079,1.28,0.048,0.36,11.55,0.0025,0.023,2.32,0.054,0.0697,0.507,31.8,0.153,25.17,25.17,2.81,278,4.4,
KDK_Soils_2023,258647,AG073,Agie,NAD83_U10,692250,5513300,,REG,,08/13/2023,EG,Dry,Sub-angular,20,B Horizon,lt brown,Forest,Pebbly Sand,,0.524,1.42,1.64,0.0034,Imported,VA23230525,09/11/2023,ALS,ALS,1,125.5,0.319,0.504,0.17,0.259,21.6,3.96,8.07,1.06,13.35,Imported,VA23230525,09/11/2023,ALS,ALS,1.56,4.36,0.022,0.052,0.023,0.086,0.04,8.01,6.4,0.15,703,0.521,0.015,0.597,5.89,0.086,33.1,0.0005,0.0005,7.84,0.0001,0.58,0.007,0.089,1.32,0.052,0.41,13.75,0.0025,0.021,2,0.0585,0.0757,0.516,33.2,0.138,24.99,24.99,3.08,348,2.65,
